delegation,gouvernorat,chambres,salle_de_bains,nb_pieces,superficie,etage,prix
ariana,tunis,1,1,2.0,56.0,1,400000.0
Aïn Zaghouan,tunis,2,2,3.0,123.0,1,255000.0
Aouina,tunis,2,1,4.0,121.0,1,285000.0
Aïn Zaghouan,tunis,1,2,2.0,63.0,2,201700.0
Aïn Zaghouan,tunis,2,1,3.0,110.0,1,210000.0
Sidi Daoud,tunis,2,1,3.0,110.0,3,390000.0
Sidi El Bechir,tunis,2,1,3.0,80.0,1,250000.0
ariana,tunis,3,3,8.0,215.0,9,100000.0
ariana,tunis,3,4,4.0,300.0,1,1600000.0
ben-arous,tunis,4,2,5.0,168.0,1,320000.0
ariana,tunis,2,2,3.0,134.0,7,550000.0
Les Berges Du Lac,tunis,3,1,4.0,120.0,3,500000.0
Cite El Khadra,tunis,1,1,2.0,59.0,3,170000.0
ariana,tunis,3,1,4.0,105.0,1,400000.0
Aouina,tunis,3,1,5.0,113.0,5,300000.0
ariana,tunis,3,1,4.0,177.0,1,790000.0
Aïn Zaghouan,tunis,3,1,4.0,153.0,1,550000.0
ariana,tunis,2,1,3.0,117.0,4,280000.0
Le Bardo,tunis,3,1,3.0,60.0,4,140000.0
ariana,tunis,3,1,4.0,243.0,2,875000.0
Aouina,tunis,1,1,2.0,74.0,1,185000.0
Cite El Khadra,tunis,4,2,4.0,300.0,7,480000.0
Sidi El Bechir,tunis,3,1,4.0,80.0,1,115000.0
Sidi Daoud,tunis,1,1,2.0,82.0,1,270000.0
ariana,tunis,3,3,4.0,170.0,3,650000.0
Aouina,tunis,2,1,2.0,106.0,5,295000.0
Aïn Zaghouan,tunis,3,1,4.0,157.0,3,520000.0
ariana,tunis,3,1,4.0,127.0,10,470000.0
Aïn Zaghouan,tunis,3,1,4.0,112.8,1,270000.0
Aouina,tunis,2,2,3.0,108.0,1,270000.0
Ezzouhour,tunis,3,1,4.0,93.6,4,100000.0
Aouina,tunis,1,1,2.0,56.0,4,150000.0
ben-arous,tunis,2,1,3.0,100.0,4,265000.0
ariana,tunis,3,1,3.0,203.0,2,350000.0
Aouina,tunis,2,1,3.0,118.4,6,245000.0
Aouina,tunis,1,1,2.0,70.0,1,209000.0
ariana,tunis,3,1,3.0,150.0,2,415000.0
Sidi Daoud,tunis,1,1,2.0,65.0,4,270000.0
Aouina,tunis,2,1,3.0,78.0,4,215000.0
ariana,tunis,3,1,4.0,160.0,2,832000.0
ariana,tunis,2,1,3.0,104.0,1,560000.0
Aouina,tunis,3,2,2.0,200.0,2,500000.0
Aïn Zaghouan,tunis,2,1,3.0,166.0,3,650000.0
El Omrane,tunis,3,1,3.0,80.0,3,150000.0
El Ouardia,tunis,3,2,4.0,111.0,1,170000.0
La Goulette,tunis,1,1,2.0,53.0,1,220000.0
ariana,tunis,1,1,2.0,90.0,1,200000.0
ben-arous,tunis,2,1,3.0,94.0,4,240000.0
La Goulette,tunis,3,3,4.0,178.0,3,720000.0
Aouina,tunis,2,1,3.0,108.0,6,250000.0
Aouina,tunis,2,1,3.0,109.0,5,240000.0
ariana,tunis,3,2,4.0,123.0,2,350000.0
Ettahrir,tunis,3,1,3.0,75.0,4,130000.0
ariana,tunis,2,1,3.0,115.0,1,250000.0
Aouina,tunis,1,1,2.0,62.0,1,180000.0
Aouina,tunis,2,2,3.0,90.0,1,255000.0
Aouina,tunis,2,1,3.0,100.0,2,273000.0
Cite El Khadra,tunis,3,1,4.0,110.0,1,290000.0
Aïn Zaghouan,tunis,2,1,3.0,124.0,1,600000.0
Aouina,tunis,1,1,2.0,57.0,1,170000.0
ben-arous,tunis,2,1,3.0,112.0,2,250000.0
ariana,tunis,2,1,3.0,120.0,1,590000.0
Aouina,tunis,2,2,3.0,120.0,1,318000.0
ariana,tunis,3,2,4.0,162.0,1,825000.0
Aouina,tunis,1,1,2.0,60.0,1,170000.0
Aïn Zaghouan,tunis,1,1,2.0,57.2,4,150000.0
Aouina,tunis,3,3,4.0,190.0,1,450000.0
ben-arous,tunis,2,1,3.0,112.0,2,250000.0
Aouina,tunis,1,1,1.0,65.0,1,200000.0
Aouina,tunis,1,1,2.0,73.0,4,230000.0
ariana,tunis,2,1,3.0,134.0,3,500000.0
ariana,tunis,2,1,3.0,85.0,1,210000.0
Mutuelleville,tunis,1,1,1.0,55.8,1,100000.0
El Ouardia,tunis,3,2,7.0,150.0,1,270000.0
Aïn Zaghouan,tunis,2,1,3.0,190.0,8,750000.0
Aïn Zaghouan,tunis,3,2,4.0,160.0,1,460000.0
El Omrane,tunis,3,1,3.0,80.0,1,200000.0
ariana,tunis,2,2,3.0,121.0,7,290000.0
Aïn Zaghouan,tunis,3,1,4.0,153.0,1,518000.0
Mutuelleville,tunis,6,4,7.0,300.0,1,1850000.0
Les Berges Du Lac,tunis,3,1,4.0,175.0,2,820000.0
ben-arous,tunis,5,2,6.0,128.0,4,230000.0
Aïn Zaghouan,tunis,3,1,4.0,164.0,1,500000.0
Aouina,tunis,3,1,4.0,140.0,2,410000.0
Gammarth,tunis,3,1,4.0,166.0,1,400000.0
Aouina,tunis,3,1,4.0,140.0,4,280000.0
Aouina,tunis,1,1,2.0,105.0,1,285000.0
Sidi El Bechir,tunis,2,2,3.0,100.0,1,170000.0
Aouina,tunis,2,1,3.0,90.0,1,290000.0
Aïn Zaghouan,tunis,2,1,3.0,100.0,1,150000.0
Gammarth,tunis,2,1,3.0,136.0,2,327000.0
ariana,tunis,2,1,3.0,100.0,2,400000.0
ariana,tunis,2,1,2.0,300.0,1,890000.0
ariana,tunis,2,1,3.0,45.0,2,370000.0
El Ouardia,tunis,3,1,3.0,80.0,1,106000.0
ariana,tunis,2,1,3.0,160.0,1,560000.0
ariana,tunis,1,1,1.0,60.0,1,100000.0
ariana,tunis,1,1,2.0,72.0,1,390000.0
ariana,tunis,2,1,3.0,115.0,3,650000.0
ariana,tunis,3,1,4.0,200.0,2,950000.0
ariana,tunis,2,1,3.0,180.0,-1,350000.0
ariana,tunis,1,1,2.0,81.0,1,258000.0
ariana,tunis,2,1,3.0,120.0,1,237000.0
Aïn Zaghouan,tunis,3,1,4.0,110.0,7,270000.0
Aouina,tunis,2,1,3.0,106.0,7,130000.0
Les Berges Du Lac,tunis,3,1,5.0,125.0,3,350000.0
Aouina,tunis,2,1,3.0,87.12,4,235000.0
ariana,tunis,1,1,1.0,83.0,1,291550.0
Aouina,tunis,2,1,2.0,87.0,1,215000.0
ariana,tunis,2,1,2.0,120.0,1,408646.0
Agba,tunis,2,1,4.0,92.0,1,154500.0
ariana,tunis,1,1,1.0,62.0,1,261580.0
ariana,tunis,2,1,2.0,79.0,1,350000.0
Le Bardo,tunis,4,2,3.0,102.0,2,280000.0
Aïn Zaghouan,tunis,5,1,5.0,120.0,4,250000.0
Les Berges Du Lac,tunis,4,3,5.0,224.0,1,770000.0
Sidi Hassine,tunis,4,1,7.0,124.0,6,196000.0
ariana,tunis,2,1,3.0,133.0,1,513000.0
ben-arous,tunis,3,1,3.0,75.0,3,100000.0
ariana,tunis,3,1,4.0,243.0,2,910000.0
ariana,tunis,2,1,3.0,191.0,1,1146000.0
ben-arous,tunis,2,1,3.0,95.0,1,160000.0
ariana,tunis,1,1,2.0,72.0,1,250000.0
ariana,tunis,1,1,2.0,68.0,1,350000.0
Aïn Zaghouan,tunis,3,2,5.0,109.0,3,390000.0
Aïn Zaghouan,tunis,3,2,5.0,126.6,4,315000.0
ariana,tunis,4,2,6.0,300.0,1,3000000.0
