surface_area_m2,total_rooms,rooms,bathrooms,floor_level,prix,price_tnd,city,city_encoded,price_per_m2,rooms_per_surface
157.0,7.0,3,1,1,400000.0,400000.0,ariana,0,2547.770700636943,0.01910828025477707
100.0,5.0,3,1,1,215000.0,215000.0,ariana,0,2150.0,0.03
66.5,2.0,2,1,1,185000.0,185000.0,ariana,0,2781.9548872180453,0.03007518796992481
131.0,4.0,3,1,1,275000.0,275000.0,ariana,0,2099.236641221374,0.022900763358778626
120.0,3.0,3,1,2,240000.0,240000.0,ariana,0,2000.0,0.025
130.0,6.0,3,1,1,260000.0,260000.0,ariana,0,2000.0,0.023076923076923078
120.0,6.0,4,1,1,170000.0,170000.0,ariana,0,1416.6666666666667,0.03333333333333333
180.0,6.0,5,3,1,550000.0,550000.0,ariana,0,3055.5555555555557,0.027777777777777776
111.0,3.0,2,1,2,137900.0,137900.0,ariana,0,1242.3423423423424,0.018018018018018018
145.0,6.0,4,1,3,220000.0,220000.0,ariana,0,1517.2413793103449,0.027586206896551724
207.0,6.0,5,2,1,800000.0,800000.0,ariana,0,3864.7342995169083,0.024154589371980676
253.0,5.0,4,1,1,240000.0,240000.0,ariana,0,948.6166007905139,0.015810276679841896
164.0,4.0,3,1,1,230000.0,230000.0,ariana,0,1402.439024390244,0.018292682926829267
127.0,4.0,3,2,1,200000.0,200000.0,ariana,0,1574.8031496062993,0.023622047244094488
77.0,3.0,2,1,1,186000.0,186000.0,ariana,0,2415.5844155844156,0.025974025974025976
156.0,4.0,3,1,1,377000.0,377000.0,ariana,0,2416.6666666666665,0.019230769230769232
70.0,3.0,2,1,1,115500.0,115500.0,ariana,0,1650.0,0.02857142857142857
170.0,4.0,3,1,1,320000.0,320000.0,ariana,0,1882.3529411764705,0.01764705882352941
170.0,4.0,3,1,1,320000.0,320000.0,ariana,0,1882.3529411764705,0.01764705882352941
165.0,4.0,3,1,1,360000.0,360000.0,ariana,0,2181.818181818182,0.01818181818181818
65.0,3.0,2,1,1,100000.0,100000.0,ariana,0,1538.4615384615386,0.03076923076923077
100.0,3.0,2,1,1,215000.0,215000.0,ariana,0,2150.0,0.02
77.0,3.0,2,1,1,195000.0,195000.0,ariana,0,2532.4675324675327,0.025974025974025976
152.0,4.0,3,2,1,340000.0,340000.0,ariana,0,2236.842105263158,0.019736842105263157
59.98,1.0,1,1,4,140000.0,140000.0,ariana,0,2334.1113704568193,0.016672224074691565
198.0,7.0,4,2,1,430000.0,430000.0,ariana,0,2171.717171717172,0.020202020202020204
225.0,7.0,4,2,5,517000.0,517000.0,ariana,0,2297.777777777778,0.017777777777777778
115.0,3.0,3,1,3,139000.0,139000.0,ariana,0,1208.695652173913,0.02608695652173913
126.0,3.0,2,2,7,345000.0,345000.0,ariana,0,2738.095238095238,0.015873015873015872
105.0,3.0,2,1,1,269000.0,269000.0,ariana,0,2561.904761904762,0.01904761904761905
90.0,3.0,2,1,1,140000.0,140000.0,ariana,0,1555.5555555555557,0.022222222222222223
130.0,6.0,3,1,1,260000.0,260000.0,ariana,0,2000.0,0.023076923076923078
100.0,4.0,3,1,5,170000.0,170000.0,ariana,0,1700.0,0.03
85.0,3.0,2,1,1,120000.0,120000.0,ariana,0,1411.764705882353,0.023529411764705882
100.0,3.0,2,1,1,220000.0,220000.0,ariana,0,2200.0,0.02
137.0,5.0,3,1,7,300000.0,300000.0,ariana,0,2189.78102189781,0.021897810218978103
103.0,3.0,2,1,3,268000.0,268000.0,ariana,0,2601.9417475728155,0.019417475728155338
126.0,3.0,3,2,3,315000.0,315000.0,ariana,0,2500.0,0.023809523809523808
135.0,4.0,3,1,1,290000.0,290000.0,ariana,0,2148.1481481481483,0.022222222222222223
110.0,4.0,3,2,1,290000.0,290000.0,ariana,0,2636.3636363636365,0.02727272727272727
165.0,5.0,4,2,1,485000.0,485000.0,ariana,0,2939.3939393939395,0.024242424242424242
70.0,3.0,2,1,4,100000.0,100000.0,ariana,0,1428.5714285714287,0.02857142857142857
62.0,1.0,1,1,1,140000.0,140000.0,ariana,0,2258.064516129032,0.016129032258064516
120.0,3.0,3,2,1,270000.0,270000.0,ariana,0,2250.0,0.025
75.0,6.0,6,3,1,220000.0,220000.0,ariana,0,2933.3333333333335,0.08
87.0,3.0,2,1,2,124000.0,124000.0,ariana,0,1425.287356321839,0.022988505747126436
149.0,4.0,3,1,2,283000.0,283000.0,ariana,0,1899.3288590604027,0.020134228187919462
54.0,2.0,2,2,1,430000.0,430000.0,ariana,0,7962.962962962963,0.037037037037037035
60.0,6.0,6,3,1,140000.0,140000.0,ariana,0,2333.3333333333335,0.1
93.0,2.0,2,1,2,270000.0,270000.0,ariana,0,2903.2258064516127,0.021505376344086023
70.0,1.0,1,1,1,105000.0,105000.0,ariana,0,1500.0,0.014285714285714285
125.0,6.0,3,1,1,250000.0,250000.0,ariana,0,2000.0,0.024
156.2,3.0,3,2,1,377000.0,377000.0,ariana,0,2413.572343149808,0.01920614596670935
130.0,3.0,3,1,1,180000.0,180000.0,ariana,0,1384.6153846153845,0.023076923076923078
120.0,4.0,3,1,1,110000.0,110000.0,ariana,0,916.6666666666666,0.025
73.0,6.0,2,1,1,240000.0,240000.0,ariana,0,3287.671232876712,0.0273972602739726
115.0,6.0,2,1,4,230000.0,230000.0,ariana,0,2000.0,0.017391304347826087
164.0,4.0,4,1,3,485000.0,485000.0,ariana,0,2957.317073170732,0.024390243902439025
100.0,3.0,3,1,2,165000.0,165000.0,ariana,0,1650.0,0.03
151.0,3.0,3,1,3,360000.0,360000.0,ariana,0,2384.1059602649007,0.019867549668874173
140.0,3.0,3,1,2,280000.0,280000.0,ariana,0,2000.0,0.02142857142857143
62.0,2.0,2,1,3,102000.0,102000.0,ariana,0,1645.1612903225807,0.03225806451612903
145.0,4.0,4,1,3,348000.0,348000.0,ariana,0,2400.0,0.027586206896551724
160.0,4.0,4,1,3,385000.0,385000.0,ariana,0,2406.25,0.025
100.0,2.0,2,1,2,132000.0,132000.0,ariana,0,1320.0,0.02
126.0,3.0,3,1,2,360000.0,360000.0,ariana,0,2857.1428571428573,0.023809523809523808
161.0,4.0,4,1,3,330000.0,330000.0,ariana,0,2049.6894409937886,0.024844720496894408
131.0,3.0,3,1,2,370000.0,370000.0,ariana,0,2824.4274809160306,0.022900763358778626
52.0,2.0,2,1,2,148000.0,148000.0,ariana,0,2846.153846153846,0.038461538461538464
98.2,4.0,2,1,1,130000.0,130000.0,ariana,0,1323.8289205702647,0.020366598778004074
90.0,3.0,3,1,1,430000.0,430000.0,ariana,0,4777.777777777777,0.03333333333333333
120.0,5.0,4,2,1,450000.0,450000.0,ariana,0,3750.0,0.03333333333333333
67.0,2.0,1,1,1,135000.0,135000.0,ariana,0,2014.9253731343283,0.014925373134328358
90.0,4.0,4,1,2,225000.0,225000.0,ariana,0,2500.0,0.044444444444444446
145.0,4.0,3,1,1,100000.0,100000.0,ariana,0,689.6551724137931,0.020689655172413793
70.0,3.0,2,1,2,130000.0,130000.0,ariana,0,1857.142857142857,0.02857142857142857
76.0,2.0,2,1,1,245000.0,245000.0,ariana,0,3223.684210526316,0.02631578947368421
90.0,3.0,2,1,1,170000.0,170000.0,ariana,0,1888.888888888889,0.022222222222222223
180.0,4.0,3,1,2,260000.0,260000.0,ariana,0,1444.4444444444443,0.016666666666666666
70.0,2.0,2,1,1,210000.0,210000.0,ariana,0,3000.0,0.02857142857142857
117.0,6.0,3,1,3,285000.0,285000.0,ariana,0,2435.897435897436,0.02564102564102564
100.0,4.0,2,1,1,155000.0,155000.0,ariana,0,1550.0,0.02
119.0,4.0,3,2,2,180000.0,180000.0,ariana,0,1512.6050420168067,0.025210084033613446
95.0,3.0,2,1,2,170000.0,170000.0,ariana,0,1789.4736842105262,0.021052631578947368
300.0,8.0,6,2,1,2500000.0,2500000.0,ariana,0,8333.333333333334,0.02
156.0,4.0,3,1,1,290000.0,290000.0,ariana,0,1858.974358974359,0.019230769230769232
111.0,4.0,3,1,1,210000.0,210000.0,ariana,0,1891.8918918918919,0.02702702702702703
120.0,6.0,3,1,4,125000.0,125000.0,ariana,0,1041.6666666666667,0.025
90.0,4.0,3,1,1,160000.0,160000.0,ariana,0,1777.7777777777778,0.03333333333333333
113.0,3.0,3,1,3,130000.0,130000.0,ariana,0,1150.4424778761063,0.02654867256637168
275.0,8.0,5,3,1,596000.0,596000.0,ariana,0,2167.2727272727275,0.01818181818181818
132.6,4.0,3,2,2,300000.0,300000.0,ariana,0,2262.4434389140274,0.02262443438914027
275.0,8.0,5,3,2,620000.0,620000.0,ariana,0,2254.5454545454545,0.01818181818181818
150.0,5.0,4,2,2,100000.0,100000.0,ariana,0,666.6666666666666,0.02666666666666667
99.4,3.0,2,1,1,180000.0,180000.0,ariana,0,1810.8651911468812,0.02012072434607646
110.0,5.0,4,1,1,145000.0,145000.0,ariana,0,1318.1818181818182,0.03636363636363636
160.0,6.0,4,2,1,365000.0,365000.0,ariana,0,2281.25,0.025
82.0,4.0,2,1,4,125000.0,125000.0,ariana,0,1524.3902439024391,0.024390243902439025
175.0,4.0,3,2,1,330000.0,330000.0,ariana,0,1885.7142857142858,0.017142857142857144
140.0,4.0,3,2,2,270000.0,270000.0,ariana,0,1928.5714285714287,0.02142857142857143
108.0,3.0,2,1,1,268000.0,268000.0,ariana,0,2481.4814814814813,0.018518518518518517
91.0,4.0,3,1,1,110000.0,110000.0,ariana,0,1208.7912087912089,0.03296703296703297
150.0,4.0,3,2,1,367000.0,367000.0,ariana,0,2446.6666666666665,0.02
200.0,6.0,4,3,1,450000.0,450000.0,ariana,0,2250.0,0.02
145.0,3.0,2,1,1,330000.0,330000.0,ariana,0,2275.862068965517,0.013793103448275862
91.0,3.0,2,1,1,230000.0,230000.0,ariana,0,2527.4725274725274,0.02197802197802198
70.0,2.0,2,1,1,100000.0,100000.0,ariana,0,1428.5714285714287,0.02857142857142857
109.6,3.0,2,1,1,300000.0,300000.0,ariana,0,2737.2262773722628,0.018248175182481754
125.0,4.0,3,2,1,280000.0,280000.0,ariana,0,2240.0,0.024
135.0,4.0,3,2,2,270000.0,270000.0,ariana,0,2000.0,0.022222222222222223
110.0,4.0,3,1,2,195000.0,195000.0,ariana,0,1772.7272727272727,0.02727272727272727
140.0,4.0,3,2,6,295000.0,295000.0,ariana,0,2107.1428571428573,0.02142857142857143
86.0,3.0,2,1,2,100000.0,100000.0,ariana,0,1162.7906976744187,0.023255813953488372
75.0,2.0,1,1,6,261188.0,261188.0,ariana,0,3482.5066666666667,0.013333333333333334
129.0,6.0,2,2,7,370000.0,370000.0,ariana,0,2868.217054263566,0.015503875968992248
179.0,6.0,3,3,7,472000.0,472000.0,ariana,0,2636.8715083798884,0.01675977653631285
135.0,4.0,3,2,2,270000.0,270000.0,ariana,0,2000.0,0.022222222222222223
110.0,4.0,3,1,1,270000.0,270000.0,ariana,0,2454.5454545454545,0.02727272727272727
203.75,6.0,4,3,7,619000.0,619000.0,ariana,0,3038.036809815951,0.0196319018404908
190.0,3.0,2,1,1,350000.0,350000.0,ariana,0,1842.1052631578948,0.010526315789473684
88.0,3.0,3,1,3,105000.0,105000.0,ariana,0,1193.1818181818182,0.03409090909090909
186.2,4.0,4,1,6,657497.0,657497.0,ariana,0,3531.133190118153,0.021482277121374866
122.4,4.0,3,1,2,300000.0,300000.0,ariana,0,2450.9803921568628,0.024509803921568627
90.0,3.0,3,1,1,205000.0,205000.0,ariana,0,2277.777777777778,0.03333333333333333
100.0,3.0,2,1,1,190000.0,190000.0,ariana,0,1900.0,0.02
120.0,4.0,3,1,4,160000.0,160000.0,ariana,0,1333.3333333333333,0.025
149.0,4.0,4,1,1,255000.0,255000.0,ariana,0,1711.4093959731545,0.026845637583892617
110.0,4.0,3,1,1,275000.0,275000.0,ariana,0,2500.0,0.02727272727272727
130.0,4.0,3,1,1,270000.0,270000.0,ariana,0,2076.923076923077,0.023076923076923078
67.0,2.0,1,1,1,220000.0,220000.0,ariana,0,3283.582089552239,0.014925373134328358
134.0,4.0,3,2,1,213000.0,213000.0,ariana,0,1589.55223880597,0.022388059701492536
60.0,3.0,2,1,1,100000.0,100000.0,ariana,0,1666.6666666666667,0.03333333333333333
75.0,3.0,3,1,1,100000.0,100000.0,ariana,0,1333.3333333333333,0.04
91.0,4.0,2,1,2,110000.0,110000.0,ariana,0,1208.7912087912089,0.02197802197802198
76.0,5.0,3,1,3,100000.0,100000.0,ariana,0,1315.7894736842106,0.039473684210526314
75.0,4.0,3,1,1,125000.0,125000.0,ariana,0,1666.6666666666667,0.04
100.0,3.0,2,2,1,200000.0,200000.0,ariana,0,2000.0,0.02
173.0,4.0,3,1,1,300000.0,300000.0,ariana,0,1734.1040462427745,0.017341040462427744
75.0,4.0,3,1,1,125000.0,125000.0,ariana,0,1666.6666666666667,0.04
135.0,4.0,3,2,2,270000.0,270000.0,ariana,0,2000.0,0.022222222222222223
120.0,4.0,3,1,1,550000.0,550000.0,ariana,0,4583.333333333333,0.025
106.0,3.0,2,1,1,208000.0,208000.0,ariana,0,1962.2641509433963,0.018867924528301886
121.0,2.0,2,1,2,316000.0,316000.0,ariana,0,2611.5702479338843,0.01652892561983471
110.0,3.0,2,1,1,210000.0,210000.0,ariana,0,1909.090909090909,0.01818181818181818
135.0,4.0,3,2,2,270000.0,270000.0,ariana,0,2000.0,0.022222222222222223
65.0,2.0,1,1,1,130000.0,130000.0,ariana,0,2000.0,0.015384615384615385
80.0,3.0,2,1,1,100000.0,100000.0,ariana,0,1250.0,0.025
100.0,4.0,3,1,1,125000.0,125000.0,ariana,0,1250.0,0.03
75.0,2.0,2,1,1,105000.0,105000.0,ariana,0,1400.0,0.02666666666666667
60.0,2.0,1,1,2,190000.0,190000.0,ariana,0,3166.6666666666665,0.016666666666666666
165.0,4.0,3,2,1,340000.0,340000.0,ariana,0,2060.6060606060605,0.01818181818181818
68.0,2.0,2,1,2,100000.0,100000.0,ariana,0,1470.5882352941176,0.029411764705882353
86.0,3.0,2,1,1,130000.0,130000.0,ariana,0,1511.6279069767443,0.023255813953488372
300.0,7.0,4,2,1,850000.0,850000.0,ariana,0,2833.3333333333335,0.013333333333333334
300.0,7.0,4,2,4,850000.0,850000.0,ariana,0,2833.3333333333335,0.013333333333333334
76.0,3.0,2,1,1,170000.0,170000.0,ariana,0,2236.842105263158,0.02631578947368421
80.0,3.0,2,1,1,100000.0,100000.0,ariana,0,1250.0,0.025
136.0,4.0,3,1,1,183000.0,183000.0,ariana,0,1345.5882352941176,0.022058823529411766
63.0,2.0,2,1,1,165000.0,165000.0,ariana,0,2619.0476190476193,0.031746031746031744
78.0,2.0,2,1,4,100000.0,100000.0,ariana,0,1282.051282051282,0.02564102564102564
111.0,3.0,2,1,2,135521.0,135521.0,ariana,0,1220.9099099099099,0.018018018018018018
200.0,4.0,3,2,4,450000.0,450000.0,ariana,0,2250.0,0.015
104.0,3.0,2,1,1,148000.0,148000.0,ariana,0,1423.076923076923,0.019230769230769232
230.0,4.0,3,3,2,520000.0,520000.0,ariana,0,2260.8695652173915,0.013043478260869565
113.0,3.0,2,2,1,298000.0,298000.0,ariana,0,2637.16814159292,0.017699115044247787
125.0,4.0,3,2,1,400000.0,400000.0,ariana,0,3200.0,0.024
197.0,5.0,3,2,3,445000.0,445000.0,ariana,0,2258.8832487309646,0.015228426395939087
73.0,3.0,2,1,1,102000.0,102000.0,ariana,0,1397.2602739726028,0.0273972602739726
100.0,4.0,4,1,3,165000.0,165000.0,ariana,0,1650.0,0.04
135.0,3.0,3,1,1,1300000.0,1300000.0,ariana,0,9629.62962962963,0.022222222222222223
178.0,4.0,3,1,1,1250000.0,1250000.0,tunis,3,7022.471910112359,0.016853932584269662
139.0,3.0,2,1,1,584000.0,584000.0,tunis,3,4201.438848920863,0.014388489208633094
160.0,4.0,3,1,2,304000.0,304000.0,tunis,3,1900.0,0.01875
120.0,4.0,3,2,4,315000.0,315000.0,tunis,3,2625.0,0.025
116.0,2.0,2,1,5,285000.0,285000.0,tunis,3,2456.896551724138,0.017241379310344827
196.0,2.0,2,1,1,1300000.0,1300000.0,tunis,3,6632.65306122449,0.01020408163265306
70.0,3.0,2,1,1,170000.0,170000.0,tunis,3,2428.5714285714284,0.02857142857142857
173.0,4.0,3,2,3,700000.0,700000.0,tunis,3,4046.242774566474,0.017341040462427744
75.0,3.0,3,1,3,100000.0,100000.0,tunis,3,1333.3333333333333,0.04
104.0,4.0,4,2,1,432000.0,432000.0,tunis,3,4153.846153846154,0.038461538461538464
109.0,3.0,3,1,1,155000.0,155000.0,tunis,3,1422.0183486238532,0.027522935779816515
65.0,2.0,1,1,1,105000.0,105000.0,tunis,3,1615.3846153846155,0.015384615384615385
200.0,3.0,2,1,1,500000.0,500000.0,tunis,3,2500.0,0.01
71.0,3.0,2,1,1,185000.0,185000.0,tunis,3,2605.6338028169016,0.028169014084507043
138.0,4.0,3,1,1,290000.0,290000.0,tunis,3,2101.449275362319,0.021739130434782608
90.0,3.0,2,1,1,385000.0,385000.0,tunis,3,4277.777777777777,0.022222222222222223
121.0,3.0,2,1,3,300000.0,300000.0,tunis,3,2479.3388429752067,0.01652892561983471
215.0,4.0,3,2,5,740000.0,740000.0,tunis,3,3441.860465116279,0.013953488372093023
203.8,4.0,3,2,1,680000.0,680000.0,tunis,3,3336.6045142296366,0.014720314033366044
256.0,5.0,4,2,3,895000.0,895000.0,tunis,3,3496.09375,0.015625
85.0,3.0,2,1,3,150000.0,150000.0,tunis,3,1764.7058823529412,0.023529411764705882
110.0,3.0,2,1,3,317000.0,317000.0,tunis,3,2881.818181818182,0.01818181818181818
90.0,3.0,2,1,1,810000.0,810000.0,tunis,3,9000.0,0.022222222222222223
140.0,4.0,3,2,2,374000.0,374000.0,tunis,3,2671.4285714285716,0.02142857142857143
90.0,3.0,3,1,3,200000.0,200000.0,tunis,3,2222.222222222222,0.03333333333333333
268.0,3.0,2,2,1,1350000.0,1350000.0,tunis,3,5037.313432835821,0.007462686567164179
202.0,3.0,2,2,1,280000.0,280000.0,tunis,3,1386.1386138613861,0.009900990099009901
60.0,3.0,2,1,2,395000.0,395000.0,tunis,3,6583.333333333333,0.03333333333333333
156.0,4.0,3,1,1,690000.0,690000.0,tunis,3,4423.076923076923,0.019230769230769232
116.0,4.0,3,2,3,420000.0,420000.0,tunis,3,3620.689655172414,0.02586206896551724
190.0,5.0,4,2,6,480000.0,480000.0,tunis,3,2526.315789473684,0.021052631578947368
153.0,4.0,3,2,1,650000.0,650000.0,tunis,3,4248.366013071895,0.0196078431372549
58.0,2.0,1,1,2,170000.0,170000.0,tunis,3,2931.0344827586205,0.017241379310344827
58.0,2.0,1,1,1,172000.0,172000.0,tunis,3,2965.5172413793102,0.017241379310344827
49.0,1.0,1,1,1,220000.0,220000.0,tunis,3,4489.7959183673465,0.02040816326530612
60.0,1.0,1,1,1,180000.0,180000.0,tunis,3,3000.0,0.016666666666666666
68.0,2.0,1,1,1,339000.0,339000.0,tunis,3,4985.294117647059,0.014705882352941176
289.0,5.0,3,4,1,1540000.0,1540000.0,tunis,3,5328.719723183391,0.010380622837370242
90.0,2.0,2,1,2,190000.0,190000.0,tunis,3,2111.1111111111113,0.022222222222222223
140.0,4.0,3,1,1,240000.0,240000.0,tunis,3,1714.2857142857142,0.02142857142857143
95.0,3.0,2,1,2,490000.0,490000.0,tunis,3,5157.894736842105,0.021052631578947368
125.0,6.0,5,2,3,250000.0,250000.0,tunis,3,2000.0,0.04
125.0,3.0,2,1,1,185000.0,185000.0,tunis,3,1480.0,0.016
110.0,4.0,4,1,1,370000.0,370000.0,tunis,3,3363.6363636363635,0.03636363636363636
150.0,3.0,2,2,1,310000.0,310000.0,tunis,3,2066.6666666666665,0.013333333333333334
180.0,4.0,3,1,1,170000.0,170000.0,tunis,3,944.4444444444445,0.016666666666666666
158.0,4.0,3,1,1,560000.0,560000.0,tunis,3,3544.3037974683543,0.0189873417721519
74.0,4.0,3,1,4,270000.0,270000.0,tunis,3,3648.6486486486488,0.04054054054054054
160.0,4.0,3,3,2,470000.0,470000.0,tunis,3,2937.5,0.01875
100.0,2.0,1,1,1,310000.0,310000.0,tunis,3,3100.0,0.01
78.0,2.0,1,1,1,240000.0,240000.0,tunis,3,3076.923076923077,0.01282051282051282
165.0,4.0,3,2,1,450000.0,450000.0,tunis,3,2727.2727272727275,0.01818181818181818
84.0,3.0,2,1,1,220000.0,220000.0,tunis,3,2619.0476190476193,0.023809523809523808
186.0,4.0,3,2,1,850000.0,850000.0,tunis,3,4569.89247311828,0.016129032258064516
100.0,3.0,2,1,1,420000.0,420000.0,tunis,3,4200.0,0.02
136.0,3.0,2,2,1,550000.0,550000.0,tunis,3,4044.1176470588234,0.014705882352941176
83.0,2.0,1,1,1,375000.0,375000.0,tunis,3,4518.0722891566265,0.012048192771084338
130.0,3.0,2,2,1,420000.0,420000.0,tunis,3,3230.769230769231,0.015384615384615385
120.0,2.0,1,1,2,170000.0,170000.0,tunis,3,1416.6666666666667,0.008333333333333333
30.0,4.0,3,1,1,580000.0,580000.0,tunis,3,19333.333333333332,0.1
90.0,3.0,2,1,1,250000.0,250000.0,tunis,3,2777.777777777778,0.022222222222222223
65.0,3.0,2,1,3,135000.0,135000.0,tunis,3,2076.923076923077,0.03076923076923077
56.0,2.0,1,1,1,400000.0,400000.0,tunis,3,7142.857142857143,0.017857142857142856
123.0,3.0,2,2,1,255000.0,255000.0,tunis,3,2073.170731707317,0.016260162601626018
121.0,4.0,2,1,1,285000.0,285000.0,tunis,3,2355.371900826446,0.01652892561983471
63.0,2.0,1,2,2,201700.0,201700.0,tunis,3,3201.5873015873017,0.015873015873015872
110.0,3.0,2,1,1,210000.0,210000.0,tunis,3,1909.090909090909,0.01818181818181818
110.0,3.0,2,1,3,390000.0,390000.0,tunis,3,3545.4545454545455,0.01818181818181818
80.0,3.0,2,1,1,250000.0,250000.0,tunis,3,3125.0,0.025
215.0,8.0,3,3,9,100000.0,100000.0,tunis,3,465.1162790697674,0.013953488372093023
300.0,4.0,3,4,1,1600000.0,1600000.0,tunis,3,5333.333333333333,0.01
168.0,5.0,4,2,1,320000.0,320000.0,tunis,3,1904.7619047619048,0.023809523809523808
134.0,3.0,2,2,7,550000.0,550000.0,tunis,3,4104.477611940299,0.014925373134328358
120.0,4.0,3,1,3,500000.0,500000.0,tunis,3,4166.666666666667,0.025
59.0,2.0,1,1,3,170000.0,170000.0,tunis,3,2881.35593220339,0.01694915254237288
105.0,4.0,3,1,1,400000.0,400000.0,tunis,3,3809.5238095238096,0.02857142857142857
113.0,5.0,3,1,5,300000.0,300000.0,tunis,3,2654.8672566371683,0.02654867256637168
177.0,4.0,3,1,1,790000.0,790000.0,tunis,3,4463.276836158192,0.01694915254237288
153.0,4.0,3,1,1,550000.0,550000.0,tunis,3,3594.7712418300653,0.0196078431372549
117.0,3.0,2,1,4,280000.0,280000.0,tunis,3,2393.162393162393,0.017094017094017096
60.0,3.0,3,1,4,140000.0,140000.0,tunis,3,2333.3333333333335,0.05
243.0,4.0,3,1,2,875000.0,875000.0,tunis,3,3600.8230452674898,0.012345679012345678
74.0,2.0,1,1,1,185000.0,185000.0,tunis,3,2500.0,0.013513513513513514
300.0,4.0,4,2,7,480000.0,480000.0,tunis,3,1600.0,0.013333333333333334
80.0,4.0,3,1,1,115000.0,115000.0,tunis,3,1437.5,0.0375
82.0,2.0,1,1,1,270000.0,270000.0,tunis,3,3292.682926829268,0.012195121951219513
170.0,4.0,3,3,3,650000.0,650000.0,tunis,3,3823.529411764706,0.01764705882352941
106.0,2.0,2,1,5,295000.0,295000.0,tunis,3,2783.0188679245284,0.018867924528301886
157.0,4.0,3,1,3,520000.0,520000.0,tunis,3,3312.1019108280257,0.01910828025477707
127.0,4.0,3,1,10,470000.0,470000.0,tunis,3,3700.787401574803,0.023622047244094488
112.8,4.0,3,1,1,270000.0,270000.0,tunis,3,2393.617021276596,0.026595744680851064
108.0,3.0,2,2,1,270000.0,270000.0,tunis,3,2500.0,0.018518518518518517
93.6,4.0,3,1,4,100000.0,100000.0,tunis,3,1068.3760683760684,0.032051282051282055
56.0,2.0,1,1,4,150000.0,150000.0,tunis,3,2678.5714285714284,0.017857142857142856
100.0,3.0,2,1,4,265000.0,265000.0,tunis,3,2650.0,0.02
203.0,3.0,3,1,2,350000.0,350000.0,tunis,3,1724.1379310344828,0.014778325123152709
118.4,3.0,2,1,6,245000.0,245000.0,tunis,3,2069.2567567567567,0.01689189189189189
70.0,2.0,1,1,1,209000.0,209000.0,tunis,3,2985.714285714286,0.014285714285714285
150.0,3.0,3,1,2,415000.0,415000.0,tunis,3,2766.6666666666665,0.02
65.0,2.0,1,1,4,270000.0,270000.0,tunis,3,4153.846153846154,0.015384615384615385
78.0,3.0,2,1,4,215000.0,215000.0,tunis,3,2756.4102564102564,0.02564102564102564
160.0,4.0,3,1,2,832000.0,832000.0,tunis,3,5200.0,0.01875
104.0,3.0,2,1,1,560000.0,560000.0,tunis,3,5384.615384615385,0.019230769230769232
200.0,2.0,3,2,2,500000.0,500000.0,tunis,3,2500.0,0.015
166.0,3.0,2,1,3,650000.0,650000.0,tunis,3,3915.6626506024095,0.012048192771084338
80.0,3.0,3,1,3,150000.0,150000.0,tunis,3,1875.0,0.0375
111.0,4.0,3,2,1,170000.0,170000.0,tunis,3,1531.5315315315315,0.02702702702702703
53.0,2.0,1,1,1,220000.0,220000.0,tunis,3,4150.943396226415,0.018867924528301886
90.0,2.0,1,1,1,200000.0,200000.0,tunis,3,2222.222222222222,0.011111111111111112
94.0,3.0,2,1,4,240000.0,240000.0,tunis,3,2553.191489361702,0.02127659574468085
178.0,4.0,3,3,3,720000.0,720000.0,tunis,3,4044.9438202247193,0.016853932584269662
108.0,3.0,2,1,6,250000.0,250000.0,tunis,3,2314.814814814815,0.018518518518518517
109.0,3.0,2,1,5,240000.0,240000.0,tunis,3,2201.8348623853212,0.01834862385321101
123.0,4.0,3,2,2,350000.0,350000.0,tunis,3,2845.528455284553,0.024390243902439025
75.0,3.0,3,1,4,130000.0,130000.0,tunis,3,1733.3333333333333,0.04
115.0,3.0,2,1,1,250000.0,250000.0,tunis,3,2173.913043478261,0.017391304347826087
62.0,2.0,1,1,1,180000.0,180000.0,tunis,3,2903.2258064516127,0.016129032258064516
90.0,3.0,2,2,1,255000.0,255000.0,tunis,3,2833.3333333333335,0.022222222222222223
100.0,3.0,2,1,2,273000.0,273000.0,tunis,3,2730.0,0.02
110.0,4.0,3,1,1,290000.0,290000.0,tunis,3,2636.3636363636365,0.02727272727272727
124.0,3.0,2,1,1,600000.0,600000.0,tunis,3,4838.709677419355,0.016129032258064516
57.0,2.0,1,1,1,170000.0,170000.0,tunis,3,2982.4561403508774,0.017543859649122806
112.0,3.0,2,1,2,250000.0,250000.0,tunis,3,2232.1428571428573,0.017857142857142856
120.0,3.0,2,1,1,590000.0,590000.0,tunis,3,4916.666666666667,0.016666666666666666
120.0,3.0,2,2,1,318000.0,318000.0,tunis,3,2650.0,0.016666666666666666
162.0,4.0,3,2,1,825000.0,825000.0,tunis,3,5092.592592592592,0.018518518518518517
60.0,2.0,1,1,1,170000.0,170000.0,tunis,3,2833.3333333333335,0.016666666666666666
57.2,2.0,1,1,4,150000.0,150000.0,tunis,3,2622.377622377622,0.01748251748251748
190.0,4.0,3,3,1,450000.0,450000.0,tunis,3,2368.4210526315787,0.015789473684210527
112.0,3.0,2,1,2,250000.0,250000.0,tunis,3,2232.1428571428573,0.017857142857142856
65.0,1.0,1,1,1,200000.0,200000.0,tunis,3,3076.923076923077,0.015384615384615385
73.0,2.0,1,1,4,230000.0,230000.0,tunis,3,3150.6849315068494,0.0136986301369863
134.0,3.0,2,1,3,500000.0,500000.0,tunis,3,3731.3432835820895,0.014925373134328358
