city,neighborhood,address,building_type,surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,age,has_parking,has_terrace,has_garden,has_pool,price_tnd
Hammamet,Populaire,"Populaire, Hammamet",Villa,123.90600347980495,4,2,1,5,False,1976,50,False,False,False,True,680000
Sfax,Centre Ville,"Centre Ville, Sfax",Riad,111.7879007483984,4,2,1,0,False,1991,35,False,True,False,False,435000
Sfax,Côtière,"Côtière, Sfax",Studio,121.47178287840538,1,1,1,4,True,1976,50,True,False,False,False,261000
Mahdia,Luxueux,"Luxueux, Mahdia",Appartement,172.0925305159881,3,2,1,1,False,2004,22,False,False,False,False,353000
Monastir,Luxueux,"Luxueux, Monastir",Duplex,134.76162875203016,3,1,1,4,True,2002,24,True,True,True,False,861000
Bizerte,Luxueux,"Luxueux, Bizerte",Dar (Maison Traditionnelle),78.93906878956446,3,1,1,1,False,1961,65,True,True,False,False,280000
Bizerte,Côtière,"Côtière, Bizerte",Dar (Maison Traditionnelle),80.94955282259079,3,1,1,5,True,2026,0,True,True,True,False,458000
Gabes,Agricole,"Agricole, Gabes",Appartement,34.718202491880646,3,1,1,0,False,1990,36,True,False,True,False,84000
Hammamet,Périphérie,"Périphérie, Hammamet",Appartement,185.11723616978276,2,1,1,2,False,2012,14,True,True,False,False,533000
Gabes,Centre Ville,"Centre Ville, Gabes",Riad,131.05879893647287,4,2,1,3,False,2018,8,False,False,True,False,343000
Mahdia,Côtière,"Côtière, Mahdia",Penthouse,20.0,3,1,1,4,False,1960,66,True,False,False,True,258000
Gabes,Côtière,"Côtière, Gabes",Penthouse,63.60975646313897,2,1,1,4,False,2023,3,True,True,False,False,226000
Gabes,Périphérie,"Périphérie, Gabes",Riad,146.5741191103295,1,1,1,3,True,1976,50,True,False,False,False,278000
Bizerte,Résidentiel,"Résidentiel, Bizerte",Dar (Maison Traditionnelle),57.07925847175396,1,1,1,3,False,2018,8,False,True,True,False,209000
Sousse,Agricole,"Agricole, Sousse",Dar (Maison Traditionnelle),123.64736893028912,5,3,2,5,True,1992,34,True,True,False,False,370000
Nabeul,Périphérie,"Périphérie, Nabeul",Penthouse,142.76990854891073,2,1,1,0,False,1985,41,True,True,True,False,393000
Sidi Bou Said,Agricole,"Agricole, Sidi Bou Said",Maison,217.9605180055902,2,1,1,2,False,2019,7,True,True,True,False,651000
Mahdia,Touristique,"Touristique, Mahdia",Penthouse,95.88292123936316,3,1,1,3,True,1973,53,True,True,False,False,390000
Gammarth,Centre Ville,"Centre Ville, Gammarth",Dar (Maison Traditionnelle),50.04607859077623,1,1,1,0,False,1998,28,True,False,True,True,586000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Appartement,57.38397200665893,6,5,2,1,False,2018,8,False,True,True,False,608000
Kairouan,Luxueux,"Luxueux, Kairouan",Studio,121.3280052431701,3,2,1,0,False,1972,54,True,True,True,False,221000
La Marsa,Touristique,"Touristique, La Marsa",Penthouse,130.58135480166757,2,1,1,0,False,2012,14,False,False,True,False,864000
Djerba,Populaire,"Populaire, Djerba",Dar (Maison Traditionnelle),100.07465410587432,4,3,2,4,True,1993,33,True,True,False,True,560000
Hammamet,Agricole,"Agricole, Hammamet",Penthouse,124.09944069123597,1,1,1,4,False,1979,47,True,True,False,False,403000
Sidi Bou Said,Agricole,"Agricole, Sidi Bou Said",Riad,148.24925791422555,3,1,1,3,True,1990,36,True,False,True,False,902000
Tozeur,Luxueux,"Luxueux, Tozeur",Appartement,136.05075041029554,2,1,1,1,False,1975,51,False,False,False,False,241000
La Marsa,Luxueux,"Luxueux, La Marsa",Riad,181.3517298524436,1,1,1,1,False,1972,54,True,True,False,False,1148000
Tunis,Agricole,"Agricole, Tunis",Riad,109.86916161978402,3,1,1,3,False,1998,28,True,True,True,False,500000
Tozeur,Agricole,"Agricole, Tozeur",Dar (Maison Traditionnelle),139.1824572459385,4,3,1,5,False,1978,48,False,False,True,True,228000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Maison,94.74628057948213,3,2,1,3,True,1985,41,False,False,False,False,466000
Tunis,Périphérie,"Périphérie, Tunis",Penthouse,124.99347508325367,5,4,2,4,False,1986,40,False,True,False,False,519000
Gammarth,Populaire,"Populaire, Gammarth",Studio,45.8987213992439,1,1,1,0,False,1970,56,True,True,True,False,164000
La Marsa,Touristique,"Touristique, La Marsa",Maison,154.29289093042095,1,1,1,5,False,2023,3,True,True,False,False,1081000
Tunis,Centre Ville,"Centre Ville, Tunis",Dar (Maison Traditionnelle),109.48961490034269,2,1,1,0,False,1986,40,True,False,False,False,544000
Hammamet,Luxueux,"Luxueux, Hammamet",Riad,20.0,3,2,1,0,False,1992,34,True,True,False,False,594000
Kairouan,Populaire,"Populaire, Kairouan",Penthouse,115.85671320766045,2,1,1,2,False,2014,12,True,True,False,False,210000
Gabes,Centre Ville,"Centre Ville, Gabes",Riad,135.34753750562632,1,1,1,5,True,2016,10,True,False,False,False,379000
Tozeur,Agricole,"Agricole, Tozeur",Riad,182.7904155242787,4,2,1,3,True,1975,51,False,True,False,False,288000
Djerba,Agricole,"Agricole, Djerba",Villa,96.34135389323329,3,2,1,0,False,1971,55,False,False,False,False,299000
Sousse,Résidentiel,"Résidentiel, Sousse",Duplex,184.2397711917153,1,1,1,2,False,1988,38,True,False,False,False,492000
Gabes,Résidentiel,"Résidentiel, Gabes",Riad,244.60919993003432,3,1,1,2,False,2020,6,False,True,True,False,537000
Sfax,Luxueux,"Luxueux, Sfax",Maison,99.26488066365164,2,1,1,0,False,2008,18,True,False,False,False,392000
Hammamet,Centre Ville,"Centre Ville, Hammamet",Villa,172.7018155425444,4,3,1,0,False,2024,2,False,False,False,False,1001000
Sousse,Luxueux,"Luxueux, Sousse",Dar (Maison Traditionnelle),116.21324086108696,2,1,1,0,False,1989,37,False,True,False,True,623000
Tunis,Périphérie,"Périphérie, Tunis",Dar (Maison Traditionnelle),115.50944132132231,3,2,1,4,True,1996,30,False,True,True,False,509000
Tozeur,Luxueux,"Luxueux, Tozeur",Dar (Maison Traditionnelle),195.0137304500494,3,2,1,0,False,1990,36,False,False,False,True,449000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Riad,236.05019980309024,4,2,1,0,False,2002,24,False,False,True,False,1861000
Bizerte,Côtière,"Côtière, Bizerte",Studio,160.20532643116792,5,4,2,0,False,1995,31,True,False,False,False,250000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Maison,156.94116417251828,5,3,1,5,True,2006,20,True,True,False,False,1004000
Monastir,Centre Ville,"Centre Ville, Monastir",Maison,198.95447280356038,1,1,1,2,False,1996,30,True,True,False,False,585000
Sidi Bou Said,Populaire,"Populaire, Sidi Bou Said",Dar (Maison Traditionnelle),80.33528340743109,4,2,1,0,False,1978,48,True,True,False,False,399000
Sfax,Centre Ville,"Centre Ville, Sfax",Penthouse,76.44034849961847,3,2,1,1,False,1968,58,False,False,True,False,355000
Bizerte,Résidentiel,"Résidentiel, Bizerte",Maison,161.84879363466194,2,1,1,3,True,1978,48,False,True,False,False,289000
Sfax,Résidentiel,"Résidentiel, Sfax",Villa,133.92425402723728,2,1,1,1,False,2020,6,True,False,True,False,453000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Studio,185.8427829809949,3,2,1,4,False,2001,25,True,True,False,False,289000
Bizerte,Touristique,"Touristique, Bizerte",Studio,124.49400556254864,5,5,3,0,False,2016,10,True,False,True,False,276000
Bizerte,Populaire,"Populaire, Bizerte",Dar (Maison Traditionnelle),193.63220359888084,3,2,1,5,True,2021,5,True,True,True,False,364000
Kairouan,Côtière,"Côtière, Kairouan",Riad,161.73748613216512,1,1,1,1,False,1972,54,False,True,False,False,383000
Sfax,Périphérie,"Périphérie, Sfax",Maison,95.78708240345848,3,1,1,5,False,2005,21,True,False,True,True,452000
Monastir,Populaire,"Populaire, Monastir",Villa,120.16879874461294,1,1,1,0,False,2011,15,True,False,False,False,371000
Hammamet,Côtière,"Côtière, Hammamet",Studio,95.55038552107624,2,1,1,3,True,1990,36,True,False,False,False,351000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Studio,37.36304284206926,2,1,1,0,False,1977,49,True,True,True,False,177000
Djerba,Résidentiel,"Résidentiel, Djerba",Studio,20.0,2,1,1,4,False,1998,28,False,True,False,False,157000
Sfax,Périphérie,"Périphérie, Sfax",Riad,88.6817344826486,3,2,1,2,False,1994,32,False,True,True,False,435000
Monastir,Touristique,"Touristique, Monastir",Penthouse,155.55962267107878,1,1,1,4,False,1997,29,False,False,False,False,539000
Monastir,Centre Ville,"Centre Ville, Monastir",Dar (Maison Traditionnelle),59.49195282929211,5,4,2,2,False,2021,5,False,False,True,True,476000
Tunis,Résidentiel,"Résidentiel, Tunis",Maison,83.64502299120176,3,2,1,5,True,2010,16,True,False,False,False,437000
Kairouan,Agricole,"Agricole, Kairouan",Penthouse,119.18413938269886,4,3,1,1,False,2025,1,True,False,True,False,206000
Bizerte,Populaire,"Populaire, Bizerte",Dar (Maison Traditionnelle),48.458439918766416,2,1,1,3,True,2015,11,True,True,False,False,135000
Tunis,Touristique,"Touristique, Tunis",Duplex,54.178549723192944,3,1,1,0,False,1966,60,True,True,False,False,453000
Sfax,Périphérie,"Périphérie, Sfax",Dar (Maison Traditionnelle),171.46129146229464,1,1,1,5,False,1965,61,True,True,False,True,369000
Tozeur,Périphérie,"Périphérie, Tozeur",Dar (Maison Traditionnelle),131.70456807288824,7,6,4,4,True,1977,49,True,True,False,False,253000
Sousse,Luxueux,"Luxueux, Sousse",Studio,65.70387353551828,3,2,1,5,True,2004,22,True,True,True,False,364000
Tozeur,Périphérie,"Périphérie, Tozeur",Dar (Maison Traditionnelle),117.94264176344389,3,2,1,2,False,2010,16,True,False,True,True,228000
Tunis,Agricole,"Agricole, Tunis",Studio,161.46618862914312,2,1,1,2,False,2006,20,False,True,False,False,238000
Sfax,Centre Ville,"Centre Ville, Sfax",Studio,163.777895971824,6,4,2,4,False,1985,41,False,False,True,True,394000
Tozeur,Touristique,"Touristique, Tozeur",Maison,109.17384012319133,2,1,1,5,False,1991,35,False,False,True,False,272000
Tozeur,Populaire,"Populaire, Tozeur",Villa,97.68339606164076,4,3,1,0,False,1965,61,True,True,False,True,216000
Hammamet,Agricole,"Agricole, Hammamet",Appartement,121.36278161802896,1,1,1,1,False,1983,43,False,True,True,False,261000
Mahdia,Touristique,"Touristique, Mahdia",Appartement,149.67144444242686,4,3,1,5,False,1985,41,False,True,True,False,357000
Djerba,Côtière,"Côtière, Djerba",Maison,123.66683723890684,4,3,1,1,False,2002,24,False,True,True,False,782000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Maison,192.9833616652132,4,3,1,5,False,2012,14,True,True,True,False,1336000
Gammarth,Agricole,"Agricole, Gammarth",Maison,108.03698976652721,4,2,1,4,True,2013,13,True,False,True,False,653000
Sfax,Agricole,"Agricole, Sfax",Duplex,68.9468500896572,3,1,1,4,True,1994,32,True,False,False,False,224000
Djerba,Agricole,"Agricole, Djerba",Maison,145.27789266075038,4,2,1,1,False,1970,56,True,False,False,False,392000
Hammamet,Centre Ville,"Centre Ville, Hammamet",Maison,123.46839165150463,1,1,1,5,True,1984,42,False,False,True,False,580000
Mahdia,Côtière,"Côtière, Mahdia",Villa,68.51900629143684,1,1,1,4,True,1979,47,True,False,False,False,312000
Monastir,Agricole,"Agricole, Monastir",Penthouse,88.07378060227907,3,1,1,5,True,2025,1,True,True,True,False,417000
Nabeul,Périphérie,"Périphérie, Nabeul",Penthouse,79.11479240069636,6,4,2,3,True,1962,64,True,False,False,False,250000
Tunis,Populaire,"Populaire, Tunis",Duplex,232.91332466446113,2,1,1,4,True,2022,4,True,True,True,False,968000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Dar (Maison Traditionnelle),106.00377288389964,2,1,1,0,False,1971,55,True,True,False,False,681000
Mahdia,Luxueux,"Luxueux, Mahdia",Maison,116.66722618887553,4,3,1,0,False,1984,42,False,False,False,False,288000
Gabes,Populaire,"Populaire, Gabes",Dar (Maison Traditionnelle),121.58797282907254,3,1,1,3,True,1967,59,False,True,True,False,150000
Mahdia,Touristique,"Touristique, Mahdia",Riad,177.2339672815094,1,1,1,0,False,1993,33,True,True,False,False,617000
Monastir,Résidentiel,"Résidentiel, Monastir",Penthouse,164.91797841734927,5,3,2,1,False,1969,57,False,True,True,False,493000
Tunis,Touristique,"Touristique, Tunis",Appartement,112.59032293087424,2,1,1,2,False,2007,19,True,True,False,False,467000
Tunis,Périphérie,"Périphérie, Tunis",Villa,111.41631730376083,5,4,2,3,True,1962,64,True,False,True,False,706000
Hammamet,Périphérie,"Périphérie, Hammamet",Maison,92.57893572715308,3,1,1,1,False,1987,39,True,True,True,False,521000
Tunis,Populaire,"Populaire, Tunis",Studio,118.78007163819217,1,1,1,1,False,1973,53,True,False,True,False,187000
Gabes,Agricole,"Agricole, Gabes",Maison,206.37760213103408,4,2,1,1,False,1984,42,True,False,False,False,181000
Sfax,Agricole,"Agricole, Sfax",Penthouse,82.53063000275657,3,2,1,1,False,2010,16,True,True,True,False,297000
Hammamet,Luxueux,"Luxueux, Hammamet",Penthouse,186.84845367779803,3,2,1,4,False,1968,58,True,True,True,False,1256000
Monastir,Populaire,"Populaire, Monastir",Maison,29.812475795375192,3,2,1,1,False,2010,16,True,False,True,False,220000
Gammarth,Touristique,"Touristique, Gammarth",Dar (Maison Traditionnelle),113.10184506284205,3,2,1,2,False,1963,63,False,True,True,False,679000
Kairouan,Côtière,"Côtière, Kairouan",Dar (Maison Traditionnelle),148.61926161539515,2,1,1,2,False,1975,51,False,True,False,False,268000
Gabes,Populaire,"Populaire, Gabes",Dar (Maison Traditionnelle),20.0,1,1,1,0,False,2018,8,False,False,True,False,78000
Djerba,Agricole,"Agricole, Djerba",Villa,145.26685738236742,4,2,1,5,True,2016,10,False,True,False,False,547000
Tozeur,Périphérie,"Périphérie, Tozeur",Dar (Maison Traditionnelle),156.0613271874369,1,1,1,3,False,1990,36,False,True,True,False,193000
Kairouan,Touristique,"Touristique, Kairouan",Riad,140.52786225206864,2,1,1,2,False,1988,38,False,True,True,False,526000
Gabes,Périphérie,"Périphérie, Gabes",Riad,95.62858937450322,4,2,1,4,False,1966,60,False,False,False,False,180000
Tunis,Touristique,"Touristique, Tunis",Maison,134.40798419824574,4,2,1,4,True,1971,55,False,True,False,False,682000
Nabeul,Touristique,"Touristique, Nabeul",Appartement,139.27347379241218,3,2,1,3,True,1965,61,False,True,True,False,399000
Kairouan,Périphérie,"Périphérie, Kairouan",Duplex,108.59971365951411,1,1,1,4,True,1991,35,False,True,False,False,224000
La Marsa,Périphérie,"Périphérie, La Marsa",Penthouse,153.17728092492175,1,1,1,1,False,1983,43,True,False,True,False,760000
Gammarth,Luxueux,"Luxueux, Gammarth",Riad,32.7717524050982,2,1,1,2,False,1962,64,False,False,True,False,557000
Monastir,Côtière,"Côtière, Monastir",Dar (Maison Traditionnelle),209.3298511963348,2,1,1,5,True,2015,11,True,False,True,False,863000
Hammamet,Agricole,"Agricole, Hammamet",Duplex,148.4092001670199,2,1,1,1,False,2013,13,True,False,True,False,558000
Gabes,Luxueux,"Luxueux, Gabes",Studio,247.01955488407168,3,2,1,4,False,1993,33,True,False,True,False,249000
La Marsa,Agricole,"Agricole, La Marsa",Riad,162.1124117379892,4,2,1,1,False,2020,6,True,False,False,False,739000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Villa,135.05179273361765,1,1,1,4,False,1996,30,False,False,True,False,920000
Sousse,Agricole,"Agricole, Sousse",Maison,137.0128661912134,4,3,1,0,False,2009,17,False,False,False,False,294000
Kairouan,Côtière,"Côtière, Kairouan",Studio,99.89726072329825,1,1,1,5,False,1981,45,True,False,True,False,139000
Sfax,Centre Ville,"Centre Ville, Sfax",Villa,144.9842918069078,5,3,1,3,True,2017,9,True,True,True,False,802000
Monastir,Résidentiel,"Résidentiel, Monastir",Dar (Maison Traditionnelle),67.33468370772687,6,5,3,3,True,1983,43,False,False,True,False,358000
Tunis,Agricole,"Agricole, Tunis",Riad,164.66466561238903,3,1,1,1,False,2001,25,False,True,True,False,489000
Sousse,Agricole,"Agricole, Sousse",Duplex,83.26171526296073,2,1,1,3,True,2007,19,True,False,False,False,320000
Sousse,Périphérie,"Périphérie, Sousse",Duplex,146.01902075337392,3,1,1,5,True,1971,55,False,False,False,False,427000
Kairouan,Luxueux,"Luxueux, Kairouan",Dar (Maison Traditionnelle),104.97048626556911,6,3,2,0,False,1997,29,False,False,True,False,406000
Sfax,Côtière,"Côtière, Sfax",Dar (Maison Traditionnelle),145.86150251386934,5,2,1,1,False,1989,37,False,True,False,False,441000
Mahdia,Côtière,"Côtière, Mahdia",Penthouse,89.60880536921879,1,1,1,0,False,1971,55,True,True,False,False,302000
La Marsa,Agricole,"Agricole, La Marsa",Dar (Maison Traditionnelle),117.01728440039042,1,1,1,4,False,1966,60,False,True,False,False,326000
Bizerte,Luxueux,"Luxueux, Bizerte",Studio,154.35335348180598,4,3,2,4,True,2022,4,True,False,True,False,350000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Penthouse,158.37396722770654,3,2,1,3,False,1988,38,True,True,False,False,317000
Sfax,Périphérie,"Périphérie, Sfax",Duplex,176.26606529832196,1,1,1,2,False,2000,26,True,False,False,False,407000
Kairouan,Côtière,"Côtière, Kairouan",Riad,94.6332571760509,1,1,1,3,True,2017,9,False,True,True,False,443000
Hammamet,Périphérie,"Périphérie, Hammamet",Maison,66.50369772179303,1,1,1,2,False,2021,5,False,True,False,False,292000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Duplex,149.85362805056792,1,1,1,5,True,2005,21,False,False,False,False,758000
La Marsa,Luxueux,"Luxueux, La Marsa",Appartement,174.2413870078054,4,2,1,0,False,2015,11,False,True,False,True,1009000
Mahdia,Agricole,"Agricole, Mahdia",Villa,142.40180980242522,2,1,1,0,False,2004,22,True,True,False,False,336000
Sfax,Luxueux,"Luxueux, Sfax",Duplex,145.6924225652785,4,2,1,0,False,1981,45,True,False,True,False,711000
La Marsa,Agricole,"Agricole, La Marsa",Studio,93.6017557910931,4,2,1,3,True,1968,58,True,False,True,True,316000
Gabes,Populaire,"Populaire, Gabes",Duplex,158.8468351465758,3,1,1,0,False,2020,6,True,True,True,False,248000
Hammamet,Centre Ville,"Centre Ville, Hammamet",Appartement,155.7587195064029,3,2,1,0,False,1966,60,True,True,True,False,619000
Hammamet,Luxueux,"Luxueux, Hammamet",Villa,31.15871692119876,1,1,1,1,False,2010,16,True,True,True,True,721000
Tunis,Populaire,"Populaire, Tunis",Duplex,176.71237854369392,3,1,1,4,False,1979,47,True,False,False,False,473000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Penthouse,57.31553747686227,4,3,1,0,False,1967,59,False,False,True,False,175000
Hammamet,Populaire,"Populaire, Hammamet",Dar (Maison Traditionnelle),20.0,4,3,1,4,True,1974,52,True,False,False,False,218000
Monastir,Populaire,"Populaire, Monastir",Riad,35.023178010002596,1,1,1,3,True,2012,14,False,False,True,False,228000
Nabeul,Agricole,"Agricole, Nabeul",Villa,162.67209011985966,5,3,1,3,False,1966,60,True,True,False,False,352000
Hammamet,Côtière,"Côtière, Hammamet",Riad,123.17700252511683,1,1,1,5,True,1980,46,False,False,True,False,824000
Kairouan,Résidentiel,"Résidentiel, Kairouan",Studio,121.00938809381125,3,1,1,3,True,2012,14,True,True,True,False,220000
Monastir,Touristique,"Touristique, Monastir",Dar (Maison Traditionnelle),156.97726035979696,3,2,1,2,False,1964,62,False,True,True,False,556000
Nabeul,Populaire,"Populaire, Nabeul",Dar (Maison Traditionnelle),56.492562869790476,3,1,1,5,True,1980,46,True,False,True,False,179000
La Marsa,Centre Ville,"Centre Ville, La Marsa",Riad,145.9109475222706,2,1,1,0,False,2008,18,False,True,False,False,872000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Duplex,173.5289733789139,3,2,1,2,False,2006,20,False,True,True,False,1277000
Monastir,Agricole,"Agricole, Monastir",Penthouse,110.22636782070131,3,2,1,2,False,2024,2,True,True,True,False,396000
Sousse,Populaire,"Populaire, Sousse",Appartement,119.96968245638543,3,2,1,5,False,2023,3,True,True,False,False,268000
Sidi Bou Said,Populaire,"Populaire, Sidi Bou Said",Duplex,161.10330390162636,4,3,2,1,False,1960,66,True,True,True,False,664000
Kairouan,Populaire,"Populaire, Kairouan",Duplex,107.51529137666031,2,1,1,3,True,1977,49,False,False,False,False,181000
Bizerte,Populaire,"Populaire, Bizerte",Studio,144.44594224136753,1,1,1,4,True,1981,45,True,False,False,False,98000
Djerba,Luxueux,"Luxueux, Djerba",Dar (Maison Traditionnelle),115.57278927084937,2,1,1,2,False,2026,0,False,True,False,False,843000
Gabes,Centre Ville,"Centre Ville, Gabes",Riad,74.61932333834592,5,4,1,0,False,1972,54,False,False,True,False,255000
Bizerte,Luxueux,"Luxueux, Bizerte",Studio,20.0,6,4,2,1,False,2019,7,True,False,True,False,170000
Bizerte,Côtière,"Côtière, Bizerte",Maison,90.7189082417136,1,1,1,3,False,1963,63,False,False,False,False,232000
Hammamet,Populaire,"Populaire, Hammamet",Appartement,96.54351703379558,2,1,1,2,False,1965,61,True,False,True,False,308000
Tunis,Touristique,"Touristique, Tunis",Riad,92.81965519534737,6,5,2,1,False,1982,44,False,False,False,False,743000
Gabes,Agricole,"Agricole, Gabes",Villa,119.63637025001468,1,1,1,0,False,1987,39,False,True,False,True,154000
Monastir,Touristique,"Touristique, Monastir",Appartement,125.45414851749159,4,2,1,5,False,1963,63,False,False,False,False,286000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Penthouse,115.95375233590983,3,1,1,0,False,1999,27,False,False,True,False,1073000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Duplex,141.8563389865526,3,2,1,5,True,1969,57,True,False,False,True,690000
Mahdia,Agricole,"Agricole, Mahdia",Riad,63.97910405318054,2,1,1,5,True,2023,3,True,True,True,False,266000
La Marsa,Agricole,"Agricole, La Marsa",Studio,105.36572705123615,2,1,1,0,False,1978,48,True,True,False,False,235000
La Marsa,Résidentiel,"Résidentiel, La Marsa",Maison,177.7963900940643,5,4,2,3,False,2003,23,False,False,False,False,884000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Appartement,176.14460616519625,4,2,1,3,False,2023,3,True,False,True,False,708000
Sousse,Agricole,"Agricole, Sousse",Riad,129.3495104862332,3,1,1,4,False,1967,59,True,True,True,False,492000
Sidi Bou Said,Luxueux,"Luxueux, Sidi Bou Said",Villa,197.2618856381843,1,1,1,0,False,2023,3,False,False,True,False,1392000
Monastir,Populaire,"Populaire, Monastir",Villa,57.775677505556715,4,2,1,1,False,2013,13,False,True,True,False,310000
Monastir,Côtière,"Côtière, Monastir",Maison,55.57379318677721,2,1,1,3,True,1989,37,True,True,False,False,356000
Djerba,Périphérie,"Périphérie, Djerba",Maison,77.7597358909168,2,1,1,4,True,1996,30,True,False,True,False,447000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Appartement,35.87065563507163,2,1,1,1,False,1975,51,True,True,False,False,279000
Tunis,Centre Ville,"Centre Ville, Tunis",Riad,103.53012449188486,2,1,1,3,False,2011,15,True,True,True,False,913000
Mahdia,Agricole,"Agricole, Mahdia",Penthouse,55.70001467417532,1,1,1,2,False,2012,14,False,False,False,False,133000
Hammamet,Agricole,"Agricole, Hammamet",Appartement,155.72653455260843,3,1,1,3,False,2025,1,False,True,False,False,334000
Hammamet,Luxueux,"Luxueux, Hammamet",Appartement,120.9788381045086,5,3,1,5,False,2009,17,True,True,False,False,614000
Mahdia,Côtière,"Côtière, Mahdia",Riad,163.94819865353256,4,3,1,1,False,1999,27,True,False,True,False,652000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Penthouse,104.11048930438446,5,3,2,3,True,2003,23,True,False,True,False,956000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Penthouse,30.290406672528178,5,3,2,5,False,1983,43,True,False,False,False,461000
Bizerte,Populaire,"Populaire, Bizerte",Villa,140.8992317276648,1,1,1,2,False,2012,14,False,True,False,False,269000
Djerba,Côtière,"Côtière, Djerba",Villa,199.89529300982042,2,1,1,4,True,2023,3,True,False,True,False,1533000
Tozeur,Populaire,"Populaire, Tozeur",Duplex,127.71721163211706,3,1,1,1,False,1984,42,False,True,False,False,184000
Monastir,Centre Ville,"Centre Ville, Monastir",Villa,129.7538462711301,4,2,1,0,False,1996,30,True,True,True,False,695000
Tozeur,Côtière,"Côtière, Tozeur",Maison,118.48736691372898,3,2,1,3,False,1978,48,False,False,True,False,248000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Riad,114.50135629582591,2,1,1,5,True,2005,21,False,True,False,True,1311000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Studio,160.21878986251662,2,1,1,2,False,1977,49,False,False,True,False,144000
Sfax,Résidentiel,"Résidentiel, Sfax",Penthouse,73.10658443541979,4,2,1,4,True,2006,20,True,False,True,False,365000
Sousse,Populaire,"Populaire, Sousse",Riad,153.60869794594095,1,1,1,3,False,2015,11,False,True,False,False,400000
Bizerte,Centre Ville,"Centre Ville, Bizerte",Dar (Maison Traditionnelle),159.25925411551881,1,1,1,3,False,1963,63,False,True,True,False,354000
Hammamet,Luxueux,"Luxueux, Hammamet",Studio,20.0,4,3,1,5,True,2015,11,False,True,False,False,275000
Sousse,Résidentiel,"Résidentiel, Sousse",Studio,107.57273152436119,3,2,1,2,False,1972,54,True,False,False,False,230000
Djerba,Agricole,"Agricole, Djerba",Appartement,169.54796575622433,6,5,2,4,False,1971,55,True,False,False,False,402000
Gammarth,Centre Ville,"Centre Ville, Gammarth",Villa,89.41992103985679,2,1,1,4,False,2011,15,True,True,True,False,918000
Djerba,Touristique,"Touristique, Djerba",Riad,191.7683258101406,2,1,1,5,False,2010,16,False,False,True,False,1316000
Sidi Bou Said,Périphérie,"Périphérie, Sidi Bou Said",Studio,34.428213648262286,4,2,1,5,False,1966,60,False,False,False,False,146000
La Marsa,Centre Ville,"Centre Ville, La Marsa",Studio,62.345783413010885,4,3,2,2,False,1974,52,True,False,True,False,335000
Gabes,Luxueux,"Luxueux, Gabes",Duplex,106.4816651619415,3,2,1,5,True,1968,58,True,False,False,False,322000
Monastir,Résidentiel,"Résidentiel, Monastir",Villa,20.0,4,3,1,0,False,1992,34,True,True,False,False,290000
Bizerte,Côtière,"Côtière, Bizerte",Villa,171.06915695416023,5,3,2,2,False,2004,22,False,True,True,False,662000
Tunis,Agricole,"Agricole, Tunis",Duplex,156.53297013736642,6,4,2,3,True,2010,16,False,False,True,False,499000
Tunis,Luxueux,"Luxueux, Tunis",Riad,126.58478442855036,6,6,3,4,True,2023,3,True,False,False,False,1453000
Gammarth,Côtière,"Côtière, Gammarth",Penthouse,168.25886417529452,2,1,1,0,False,2020,6,True,False,False,False,1230000
Tunis,Populaire,"Populaire, Tunis",Appartement,219.86402511423245,2,1,1,0,False,1979,47,True,True,True,False,629000
Mahdia,Agricole,"Agricole, Mahdia",Studio,116.8127357248017,2,1,1,5,False,2018,8,False,True,True,False,123000
Mahdia,Luxueux,"Luxueux, Mahdia",Riad,57.09900443668314,4,2,1,2,False,2001,25,True,True,False,False,465000
Djerba,Résidentiel,"Résidentiel, Djerba",Duplex,20.0,1,1,1,4,True,1968,58,False,False,True,False,323000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Maison,207.65974010327926,2,1,1,4,True,1989,37,True,True,True,False,1292000
Tunis,Périphérie,"Périphérie, Tunis",Appartement,117.76967339084993,5,3,1,2,False,1969,57,True,True,True,False,438000
